Leo Points List
Absolute
Label,X,Y,Z,T,R,M,Mag,WD
34
S002I0014,0.09666666666666666463125778818721,0.08500000000000000610622663543836,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00526333
S002I0015,0.09666666666666666463125778818721,0.08000000000000000166533453693773,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00524445
S002I0016,0.11000000000000000055511151231258,0.08000000000000000166533453693773,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00516890
S002I0017,0.11000000000000000055511151231258,0.08500000000000000610622663543836,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00522556
S002I0018,0.11000000000000000055511151231258,0.08999999999999999666933092612453,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00528222
S002I0019,0.11000000000000000055511151231258,0.09500000000000000111022302462516,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00533888
S002I0020,0.11000000000000000055511151231258,0.10000000000000000555111512312578,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00539554
S003I0001,0.06914744142323792086557432412519,0.07807328130354816708713627804173,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00539554
S003I0002,0.06905948270890636953023289379416,0.08126643640979031024684786643775,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00536316
S003I0003,0.06897152399457483207267927127759,0.08445959151603243952877164701931,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00533079
S003I0004,0.06888356528024328073733784094657,0.08765274662227458268848323541533,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00529841
S003I0005,0.06879560656591174327978421843000,0.09084590172851672584819482381135,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00526603
S003I0006,0.06870764785158019194444278809897,0.09403905683475885513011860439292,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00523365
S003I0007,0.06861968913724865448688916558240,0.09723221194100099828983019278894,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00520128
S003I0008,0.06853173042291710315154773525137,0.10042536704724314144954178118496,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00516890
S0034end,0.06853173042291710315154773525137,0.10042536704724314144954178118496,0.03704439946339636163807895741229,0.00000000000000000000000000000000,100.00002675099999294161534635350108,0.00000000000000000000000000000000,10.000000,0.00516890
